ticker,date,title,distributor,gross,percent_yd,percent_lw,theaters,per_theater,total_gross,days_in_release,parent company,distributor address,distributorwebsite,release_date,year,title_key,weekday,release_month,release_weekday,is_weekend,days_since_release,average_theaters,average_daily_gross,average_daily_gross_per_theater,total_gross_by_average_theaters,avg_gross_monday,avg_gross_tuesday,avg_gross_wednesday,avg_gross_thursday,avg_gross_friday,avg_gross_saturday,avg_gross_sunday,avg_gross_weekend,avg_gross_weekday,gross_per_theater_by_total,weekly_gross_by_total,average_weekly_gross,average_weekly_gross_per_theater,id,original_title,popularity
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1459831,In Between,0.0143
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1462399,In Between,0.0338
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1477386,In Between,3.1774
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1482063,In Between,0.0577
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1490588,In Between,0.0214
Private,2018-01-07,In Between,Film Movement,2153,-0.17,0.0,2.0,1077.0,11498,3,Film Movement,"505 Eighth Ave Suite 1102. New York, NY 10018 ",https://www.filmmovement.com/,2018-01-04,2018,in between,6,1,3,1,3,2.0,1962.6666666666667,981.6666666666666,5749.0,0.0,0.0,0.0,0.0,1131.0,2604.0,2153.0,1962.6666666666667,0.0,5749.0,inf,13738.666666666668,6871.666666666666,1558951,In Between,0.1047
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,179246,In Bloom,2.1757
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,402241,In Bloom,0.0797
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,548095,In Bloom,0.0143
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,849929,In Bloom,0.0784
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,877544,In Bloom,0.0714
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,990520,In Bloom,0.0
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,1094829,In Bloom,0.1897
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,1253462,In Bloom,0.6251
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,1471269,In Bloom,0.0784
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,1481780,In Bloom,0.0071
Private,2014-01-20,In Bloom,Big World Pi…,1954,0.0,0.0,2.0,977.0,21142,11,Big World Pictures,50 Lefferts Ave. #3R 11225 BROOKLYN (NEW YORK).,https://www.bigworldpictures.org/,2014-01-09,2014,in bloom,0,1,3,0,11,2.0,1954.0,977.0,10571.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,10571.0,21142.0,13678.0,6839.0,1510019,In Bloom,0.0429
CMCSA,2005-02-21,In Good Company,Universal,112860,0.0,0.0,513.0,220.0,44663907,55,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2004-12-28,2005,in good company,0,12,1,0,55,1777.2608695652175,1655360.2173913044,956.8260869565217,25130.754727597425,843686.25,599666.6666666666,543000.0,572666.6666666666,2575000.0,3982720.0,2434793.3333333335,2955254.0,655441.9230769231,25130.754727597425,6380558.142857143,11587521.52173913,6697.782608695652,1901,In Good Company,4.122
CMCSA,2005-02-21,In Good Company,Universal,112860,0.0,0.0,513.0,220.0,44663907,55,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2004-12-28,2005,in good company,0,12,1,0,55,1777.2608695652175,1655360.2173913044,956.8260869565217,25130.754727597425,843686.25,599666.6666666666,543000.0,572666.6666666666,2575000.0,3982720.0,2434793.3333333335,2955254.0,655441.9230769231,25130.754727597425,6380558.142857143,11587521.52173913,6697.782608695652,47174,In Good Company,0.1163
CMCSA,2005-02-21,In Good Company,Universal,112860,0.0,0.0,513.0,220.0,44663907,55,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2004-12-28,2005,in good company,0,12,1,0,55,1777.2608695652175,1655360.2173913044,956.8260869565217,25130.754727597425,843686.25,599666.6666666666,543000.0,572666.6666666666,2575000.0,3982720.0,2434793.3333333335,2955254.0,655441.9230769231,25130.754727597425,6380558.142857143,11587521.52173913,6697.782608695652,750712,In Good Company,0.0563
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,11931,In Her Shoes,3.7158
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,216635,In Her Shoes,0.2795
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,747659,In Her Shoes,0.3919
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,882940,In Her Shoes,0.2676
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,1255943,IN HER SHOES,0.1439
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,1313345,In Her Shoes,0.1843
DIS,2006-01-16,In Her Shoes,20th Century…,1351,0.0,0.0,15.0,90.0,32865703,102,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2005-10-06,2006,in her shoes,0,10,3,0,102,2266.36,1108271.36,427.4,14501.536825570518,351475.3333333333,584016.3333333334,490015.5,625702.6666666666,2029919.0,2865697.3333333335,1773954.6666666667,2223190.3333333335,481129.4375,14501.536825570518,2347550.214285714,7757899.5200000005,2991.7999999999997,1501232,In her Shoes,0.1793
6758,2005-05-30,In My Country,Sony Picture…,333,0.0,0.0,5.0,67.0,154912,81,Sony Corporation,"10202 West Washington Boulevard, Culver City, California, United States",https://www.sonypictures.com/,2005-03-10,2005,in my country,0,3,3,0,81,5.0,333.0,67.0,30982.4,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,30982.4,14082.90909090909,2331.0,469.0,16635,In My Country,4.0131
6758,2005-05-30,In My Country,Sony Picture…,333,0.0,0.0,5.0,67.0,154912,81,Sony Corporation,"10202 West Washington Boulevard, Culver City, California, United States",https://www.sonypictures.com/,2005-03-10,2005,in my country,0,3,3,0,81,5.0,333.0,67.0,30982.4,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,30982.4,14082.90909090909,2331.0,469.0,640390,In My Country,0.927
Private,2018-11-14,In Search of Greatness,Self Distrib…,972,-0.07,-0.72,10.0,97.0,58090,13,Self Distribution,,,2018-11-01,2018,in search of greatness,2,11,3,0,13,13.23076923076923,4468.461538461538,314.9230769230769,4390.523255813954,3205.5,2069.0,2201.5,1723.0,9279.0,6399.5,5029.0,6902.5,2382.1428571428573,4390.523255813954,58090.0,31279.230769230766,2204.461538461538,546565,In Search of Greatness,0.6649
Private,2014-03-06,In Secret,Roadside Att…,7236,0.15,-0.71,266.0,27.0,444179,14,Roadside Attractions,"Los Angeles, California, United States",http://www.roadsideattractions.com/,2014-02-20,2014,in secret,3,2,3,0,14,266.0,31727.071428571428,119.14285714285714,1669.845864661654,16174.0,17689.5,17819.0,16236.5,45616.0,66933.0,41621.5,51390.166666666664,16979.75,1669.845864661654,222089.5,222089.5,834.0,172226,In Secret,5.0006
PARA,2002-01-18,In the Bedroom,Miramax,640000,1.41,-0.24,457.0,1400.0,9574000,57,Paramount Global,"1901 Avenue of the Stars, Fl 20, Los Angeles, California 90067, US",https://www.miramax.com/,2001-11-22,2002,in the bedroom,4,11,3,1,57,428.0,570125.0,1331.625,22369.158878504673,253000.0,259000.0,264000.0,266000.0,740000.0,1250000.0,789000.0,879750.0,260500.0,22369.158878504673,1196750.0,3990875.0,9321.375,1999,In the Bedroom,2.8983
PARA,2002-01-18,In the Bedroom,Miramax,640000,1.41,-0.24,457.0,1400.0,9574000,57,Paramount Global,"1901 Avenue of the Stars, Fl 20, Los Angeles, California 90067, US",https://www.miramax.com/,2001-11-22,2002,in the bedroom,4,11,3,1,57,428.0,570125.0,1331.625,22369.158878504673,253000.0,259000.0,264000.0,266000.0,740000.0,1250000.0,789000.0,879750.0,260500.0,22369.158878504673,1196750.0,3990875.0,9321.375,1236356,In the Bedroom,0.2203
PARA,2002-01-18,In the Bedroom,Miramax,640000,1.41,-0.24,457.0,1400.0,9574000,57,Paramount Global,"1901 Avenue of the Stars, Fl 20, Los Angeles, California 90067, US",https://www.miramax.com/,2001-11-22,2002,in the bedroom,4,11,3,1,57,428.0,570125.0,1331.625,22369.158878504673,253000.0,259000.0,264000.0,266000.0,740000.0,1250000.0,789000.0,879750.0,260500.0,22369.158878504673,1196750.0,3990875.0,9321.375,1517974,In The Bedroom,0.0143
SONY,2003-11-06,In the Cut,Sony Pictures,156000,-0.07,0.0,825.0,189.0,2965000,16,Sony Corporation,"10202 West Washington Boulevard, Culver City, California, United States",https://www.sonypictures.com/,2003-10-21,2003,in the cut,3,10,1,0,16,825.0,261800.0,317.4,3593.939393939394,197000.0,204000.0,168000.0,156000.0,584000.0,0.0,0.0,584000.0,181250.0,3593.939393939394,1482500.0,1832600.0,2221.7999999999997,10944,In the Cut,3.2406
Private,2021-05-13,In the Earth,Neon,845,-0.24,-0.83,43.0,20.0,1113722,28,30WEST,"New York City, New York, U.S.",http://neonrated.com/,2021-04-15,2021,in the earth,3,4,3,0,28,383.07142857142856,39687.5,80.0,2907.3481260488534,21958.5,22498.25,20537.75,15873.75,73876.75,73883.0,49184.5,65648.08333333333,20217.0625,2907.3481260488534,278430.5,277812.5,560.0,748853,In the Earth,2.8769
WBD,2016-02-11,In the Heart of the Sea,Warner Bros.,9016,0.15,-0.3,131.0,69.0,25020758,63,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2015-12-10,2016,in the heart of the sea,3,12,3,0,63,915.46875,399933.71875,256.3125,27331.089127837517,226811.55555555556,283031.1111111111,218255.66666666666,217905.6,624739.3333333334,740811.7777777778,508206.3333333333,624585.8148148148,235998.4054054054,27331.089127837517,2780084.222222222,2799536.03125,1794.1875,205775,In the Heart of the Sea,8.4775
WBD,2021-07-09,In the Heights,Warner Bros.,185000,0.0,-0.54,788.0,235.0,27873000,30,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2021-06-09,2021,in the heights,4,6,2,1,30,2312.2,1522000.0,525.8,12054.7530490442,0.0,0.0,0.0,0.0,1522000.0,0.0,0.0,1522000.0,0.0,12054.7530490442,6968250.0,10654000.0,3680.5999999999995,467909,In the Heights,3.6307
WBD,2007-05-28,In the Land of Women,Warner Bros.,7526,0.0,0.0,38.0,198.0,10918708,39,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2007-04-19,2007,in the land of women,0,4,3,0,39,1647.7,435910.25,240.15,6626.635916732414,135549.5,194439.0,188553.0,181858.66666666666,1047407.6666666666,1095045.5,574570.5,925922.1428571428,172057.6923076923,6626.635916732414,2183741.6,3051371.75,1681.05,13067,In the Land of Women,4.3213
AMCX,2009-09-07,In the Loop,IFC Films,41333,0.0,0.0,92.0,449.0,2020847,46,AMC Networks,"New York, New York, United States",https://www.amcnetworks.com/,2009-07-23,2009,in the loop,0,7,3,0,46,92.0,41333.0,449.0,21965.728260869564,41333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41333.0,21965.728260869564,336807.8333333333,289331.0,3143.0,19833,In the Loop,2.7523
AMCX,2009-09-07,In the Loop,IFC Films,41333,0.0,0.0,92.0,449.0,2020847,46,AMC Networks,"New York, New York, United States",https://www.amcnetworks.com/,2009-07-23,2009,in the loop,0,7,3,0,46,92.0,41333.0,449.0,21965.728260869564,41333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41333.0,21965.728260869564,336807.8333333333,289331.0,3143.0,1015877,In The Loop,0.0657
AMCX,2009-09-07,In the Loop,IFC Films,41333,0.0,0.0,92.0,449.0,2020847,46,AMC Networks,"New York, New York, United States",https://www.amcnetworks.com/,2009-07-23,2009,in the loop,0,7,3,0,46,92.0,41333.0,449.0,21965.728260869564,41333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41333.0,21965.728260869564,336807.8333333333,289331.0,3143.0,1185142,In the Loop,0.0143
AMCX,2009-09-07,In the Loop,IFC Films,41333,0.0,0.0,92.0,449.0,2020847,46,AMC Networks,"New York, New York, United States",https://www.amcnetworks.com/,2009-07-23,2009,in the loop,0,7,3,0,46,92.0,41333.0,449.0,21965.728260869564,41333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41333.0,21965.728260869564,336807.8333333333,289331.0,3143.0,1193200,In the Loop,0.1109
Private,2025-03-16,In the Lost Lands,Vertical Ent…,67000,-0.29,-0.76,865.0,77.0,1744145,10,Vertical Entertainment,"Santa Monica, California, United States",https://www.vert-ent.com/,2025-03-06,2025,in the lost lands,6,3,3,1,10,1168.0,175466.8,141.8,1493.2748287671234,0.0,0.0,0.0,63334.0,0.0,245000.0,162000.0,203500.0,63334.0,1493.2748287671234,1744145.0,1228267.5999999999,992.6000000000001,324544,In the Lost Lands,15.6039
LGF.A,2005-12-08,In the Mix,Lionsgate,88132,0.0,0.0,1608.0,55.0,8994035,16,Lionsgate,"Santa Monica, California, U.S.",http://www.lionsgate.com/,2005-11-22,2005,in the mix,3,11,1,0,16,1608.0,705833.9166666666,438.9166666666667,5593.3053482587065,138932.0,97833.0,808367.0,484740.5,1170172.0,1376694.0,611365.0,1052743.6666666667,358924.1666666667,5593.3053482587065,4497017.5,4940837.416666666,3072.416666666667,17952,In The Mix,3.4105
LGF.A,2005-12-08,In the Mix,Lionsgate,88132,0.0,0.0,1608.0,55.0,8994035,16,Lionsgate,"Santa Monica, California, U.S.",http://www.lionsgate.com/,2005-11-22,2005,in the mix,3,11,1,0,16,1608.0,705833.9166666666,438.9166666666667,5593.3053482587065,138932.0,97833.0,808367.0,484740.5,1170172.0,1376694.0,611365.0,1052743.6666666667,358924.1666666667,5593.3053482587065,4497017.5,4940837.416666666,3072.416666666667,1122896,In The Mix,0.0071
LGF.A,2005-12-08,In the Mix,Lionsgate,88132,0.0,0.0,1608.0,55.0,8994035,16,Lionsgate,"Santa Monica, California, U.S.",http://www.lionsgate.com/,2005-11-22,2005,in the mix,3,11,1,0,16,1608.0,705833.9166666666,438.9166666666667,5593.3053482587065,138932.0,97833.0,808367.0,484740.5,1170172.0,1376694.0,611365.0,1052743.6666666667,358924.1666666667,5593.3053482587065,4497017.5,4940837.416666666,3072.416666666667,1391531,In the Mix,1.0213
Private,2005-02-21,In the Realms of the Unreal,WellSpring,2300,0.0,0.0,10.0,230.0,286266,60,WellSpring,"Chicago, Illinois",http://www.wellspring.com/,2004-12-23,2005,in the realms of the unreal,0,12,3,0,60,8.0,2785.0,387.5,35783.25,2785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785.0,35783.25,35783.25,19495.0,2712.5,1853,In the Realms of the Unreal,1.318
WBD,2007-10-24,In the Valley of Elah,Warner Bros.,9780,0.04,0.0,125.0,78.0,6613216,41,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2007-09-13,2007,in the valley of elah,2,9,3,0,41,361.85714285714283,83004.57142857143,222.92857142857142,18275.764705882353,87487.33333333333,98225.33333333333,92273.0,124398.5,23263.0,36386.0,19661.0,26436.666666666668,98432.18181818182,18275.764705882353,1322643.2,581032.0,1560.5,6973,In the Valley of Elah,3.6832
DIS,2012-02-12,In Time,20th Century…,2687,-0.49,0.19,20.0,134.0,37553932,108,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2011-10-27,2012,in time,6,10,3,1,108,786.3148148148148,347721.5925925926,248.4351851851852,47759.410470784955,157688.06666666668,199247.2,146299.13333333333,159835.06666666668,602967.125,705828.6875,416697.3125,575164.375,165767.36666666667,47759.410470784955,2503595.466666667,2434051.1481481483,1739.0462962962963,49530,In Time,10.2564
DIS,2012-02-12,In Time,20th Century…,2687,-0.49,0.19,20.0,134.0,37553932,108,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2011-10-27,2012,in time,6,10,3,1,108,786.3148148148148,347721.5925925926,248.4351851851852,47759.410470784955,157688.06666666668,199247.2,146299.13333333333,159835.06666666668,602967.125,705828.6875,416697.3125,575164.375,165767.36666666667,47759.410470784955,2503595.466666667,2434051.1481481483,1739.0462962962963,344826,In Time,1.6262
DIS,2012-02-12,In Time,20th Century…,2687,-0.49,0.19,20.0,134.0,37553932,108,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2011-10-27,2012,in time,6,10,3,1,108,786.3148148148148,347721.5925925926,248.4351851851852,47759.410470784955,157688.06666666668,199247.2,146299.13333333333,159835.06666666668,602967.125,705828.6875,416697.3125,575164.375,165767.36666666667,47759.410470784955,2503595.466666667,2434051.1481481483,1739.0462962962963,393236,In Time,0.0501
DIS,2012-02-12,In Time,20th Century…,2687,-0.49,0.19,20.0,134.0,37553932,108,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2011-10-27,2012,in time,6,10,3,1,108,786.3148148148148,347721.5925925926,248.4351851851852,47759.410470784955,157688.06666666668,199247.2,146299.13333333333,159835.06666666668,602967.125,705828.6875,416697.3125,575164.375,165767.36666666667,47759.410470784955,2503595.466666667,2434051.1481481483,1739.0462962962963,804230,In Time,0.0143
CMCSA,1999-09-30,In Too Deep,Gramercy,23845,0.04,-0.38,382.0,62.0,13395907,37,Comcast,"321 E 22nd St, New York, NY 10010, United States",https://www.gramercy.com/,1999-08-24,1999,in too deep,3,8,1,0,37,597.2222222222222,360883.8333333333,556.3611111111111,22430.355906976747,244213.8,128848.6,243362.83333333334,195388.16666666666,481000.0,694800.0,653750.0,606714.2857142857,204446.27272727274,22430.355906976747,2679181.4,2526186.833333333,3894.5277777777774,22314,In Too Deep,3.2021
CMCSA,1999-09-30,In Too Deep,Gramercy,23845,0.04,-0.38,382.0,62.0,13395907,37,Comcast,"321 E 22nd St, New York, NY 10010, United States",https://www.gramercy.com/,1999-08-24,1999,in too deep,3,8,1,0,37,597.2222222222222,360883.8333333333,556.3611111111111,22430.355906976747,244213.8,128848.6,243362.83333333334,195388.16666666666,481000.0,694800.0,653750.0,606714.2857142857,204446.27272727274,22430.355906976747,2679181.4,2526186.833333333,3894.5277777777774,436202,In Too Deep,0.4446
CMCSA,1999-09-30,In Too Deep,Gramercy,23845,0.04,-0.38,382.0,62.0,13395907,37,Comcast,"321 E 22nd St, New York, NY 10010, United States",https://www.gramercy.com/,1999-08-24,1999,in too deep,3,8,1,0,37,597.2222222222222,360883.8333333333,556.3611111111111,22430.355906976747,244213.8,128848.6,243362.83333333334,195388.16666666666,481000.0,694800.0,653750.0,606714.2857142857,204446.27272727274,22430.355906976747,2679181.4,2526186.833333333,3894.5277777777774,520899,In Too Deep,0.8175
CMCSA,1999-09-30,In Too Deep,Gramercy,23845,0.04,-0.38,382.0,62.0,13395907,37,Comcast,"321 E 22nd St, New York, NY 10010, United States",https://www.gramercy.com/,1999-08-24,1999,in too deep,3,8,1,0,37,597.2222222222222,360883.8333333333,556.3611111111111,22430.355906976747,244213.8,128848.6,243362.83333333334,195388.16666666666,481000.0,694800.0,653750.0,606714.2857142857,204446.27272727274,22430.355906976747,2679181.4,2526186.833333333,3894.5277777777774,1175850,In Too Deep,0.4909
CMCSA,1999-09-30,In Too Deep,Gramercy,23845,0.04,-0.38,382.0,62.0,13395907,37,Comcast,"321 E 22nd St, New York, NY 10010, United States",https://www.gramercy.com/,1999-08-24,1999,in too deep,3,8,1,0,37,597.2222222222222,360883.8333333333,556.3611111111111,22430.355906976747,244213.8,128848.6,243362.83333333334,195388.16666666666,481000.0,694800.0,653750.0,606714.2857142857,204446.27272727274,22430.355906976747,2679181.4,2526186.833333333,3894.5277777777774,1405684,In Too Deep,0.0143
