ticker,date,title,distributor,gross,percent_yd,percent_lw,theaters,per_theater,total_gross,days_in_release,parent company,distributor address,distributorwebsite,release_date,year,title_key,weekday,release_month,release_weekday,is_weekend,days_since_release,average_theaters,average_daily_gross,average_daily_gross_per_theater,total_gross_by_average_theaters,avg_gross_monday,avg_gross_tuesday,avg_gross_wednesday,avg_gross_thursday,avg_gross_friday,avg_gross_saturday,avg_gross_sunday,avg_gross_weekend,avg_gross_weekday,gross_per_theater_by_total,weekly_gross_by_total,average_weekly_gross,average_weekly_gross_per_theater,id,original_title,popularity
PARA,2001-04-10,Down to Earth,Paramount Pi…,55108,0.0,-0.31,755.0,73.0,63198139,54,Paramount Global,"1515 Broadway, New York City, New York, 10036, United States",http://www.paramount.com/,2001-02-15,2001,down to earth,1,2,3,0,54,2241.5454545454545,977074.4545454546,402.29545454545456,28194.002879506836,658539.7142857143,388638.75,353826.71428571426,424933.5,1835200.0,3340000.0,1101428.5714285714,1890375.0,455188.4285714286,28194.002879506836,9028305.57142857,6839521.181818182,2816.068181818182,1377581,Down to Earth,0.0071
PARA,2000-02-17,Down to You,Miramax,91641,0.4,-0.24,1719.0,53.0,18809025,28,Paramount Global,"1901 Avenue of the Stars, Fl 20, Los Angeles, California 90067, US",https://www.miramax.com/,2000-01-20,2000,down to you,3,1,3,0,28,1932.6923076923076,676879.3461538461,344.1923076923077,9732.032835820895,220087.75,185641.25,160188.75,182298.0,1865333.3333333333,2038000.0,724000.0,1460600.0,187053.9375,9732.032835820895,4702256.25,4738155.423076923,2409.346153846154,10472,Down to You,2.5789
DIS,2003-06-11,Down with Love,20th Century…,119000,0.08,-0.38,773.0,154.0,19088000,34,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2003-05-08,2003,down with love,2,5,3,0,34,1608.2592592592594,704289.074074074,394.3333333333333,11868.733159846164,470229.75,310000.0,306000.0,390666.6666666667,1073713.25,1425039.25,875969.0,1124907.1666666667,367794.6,11868.733159846164,4772000.0,4930023.518518519,2760.333333333333,10720,Down with Love,5.8466
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,52782,Downhill,4.2484
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,266400,Downhill,0.4405
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,404713,Downhill,4.1675
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,560391,Downhill,3.1
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,950331,Downhill,0.0143
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,955956,Downhill,0.0214
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,1244272,Downhill,0.0214
DIS,2020-03-18,Downhill,Searchlight …,44,-0.72,-0.98,24.0,2.0,8287061,34,The Walt Disney Company,"Century City, California, United States",https://www.searchlightpictures.com/,2020-02-13,2020,downhill,2,2,3,0,34,1107.3529411764705,243737.08823529413,130.73529411764707,7483.667304116867,125246.2,129688.0,77750.2,85982.75,519958.6,458527.6,277455.4,418647.2,105650.15789473684,7483.667304116867,2071765.25,1706159.6176470588,915.1470588235295,1323977,Downhill,0.206
PARA,2018-02-01,Downsizing,Paramount Pi…,7493,0.0,-0.01,113.0,66.0,24449754,42,Paramount Global,"1515 Broadway, New York City, New York, 10036, United States",http://www.paramount.com/,2017-12-21,2018,downsizing,3,12,3,0,42,1335.1666666666667,582137.0,286.8809523809524,18312.136312570216,756436.1666666666,532326.6666666666,393461.5,342305.6666666667,736714.6666666666,788093.6666666666,525620.6666666666,683476.3333333334,506132.5,18312.136312570216,4074959.0,4074959.0,2008.166666666667,301337,Downsizing,4.6353
PARA,2018-02-01,Downsizing,Paramount Pi…,7493,0.0,-0.01,113.0,66.0,24449754,42,Paramount Global,"1515 Broadway, New York City, New York, 10036, United States",http://www.paramount.com/,2017-12-21,2018,downsizing,3,12,3,0,42,1335.1666666666667,582137.0,286.8809523809524,18312.136312570216,756436.1666666666,532326.6666666666,393461.5,342305.6666666667,736714.6666666666,788093.6666666666,525620.6666666666,683476.3333333334,506132.5,18312.136312570216,4074959.0,4074959.0,2008.166666666667,1253379,Downsizing,0.0268
PARA,2001-01-25,Dracula 2000,Miramax,47604,0.08,-0.6,817.0,58.0,32402094,35,Paramount Global,"1901 Avenue of the Stars, Fl 20, Los Angeles, California 90067, US",https://www.miramax.com/,2000-12-21,2001,dracula 2000,3,12,3,0,35,1892.8333333333333,1025908.8333333334,477.73333333333335,17118.302720788943,1006482.8,742649.6,568460.2,538190.4,2094333.3333333333,2217333.3333333335,890837.5,1649835.0,713945.75,17118.302720788943,6480418.8,7181361.833333334,3344.133333333333,10577,Dracula 2000,4.6008
CMCSA,2014-11-27,Dracula Untold,Universal,8670,-0.06,-0.62,102.0,85.0,55991880,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2014-10-09,2014,dracula untold,3,10,3,0,49,1645.02,1145837.6,486.32,34037.20319509793,610390.7142857143,560472.1428571428,404647.85714285716,483021.25,2053631.4285714286,2447394.285714286,1555993.5714285714,2019006.4285714286,513542.9310344828,34037.20319509793,7998840.0,8020863.200000001,3404.24,49017,Dracula Untold,5.3296
LGF.A,2014-06-19,Draft Day,Lionsgate,3276,0.17,-0.52,53.0,62.0,28842237,70,Lionsgate,"Santa Monica, California, U.S.",http://www.lionsgate.com/,2014-04-10,2014,draft day,3,4,3,0,70,1089.8714285714286,412031.95714285714,225.5,26463.889449607424,183308.2,234581.1,178992.5,176752.8,733872.9,862000.3,514715.9,703529.7,193408.65,26463.889449607424,2884223.7,2884223.7,1578.5,200505,Draft Day,5.2967
LGF.A,2014-06-19,Draft Day,Lionsgate,3276,0.17,-0.52,53.0,62.0,28842237,70,Lionsgate,"Santa Monica, California, U.S.",http://www.lionsgate.com/,2014-04-10,2014,draft day,3,4,3,0,70,1089.8714285714286,412031.95714285714,225.5,26463.889449607424,183308.2,234581.1,178992.5,176752.8,733872.9,862000.3,514715.9,703529.7,193408.65,26463.889449607424,2884223.7,2884223.7,1578.5,654245,Draft Day,1.0405
CMCSA,2009-08-06,Drag Me To Hell,Universal,9990,-0.05,-0.36,111.0,90.0,42100625,70,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2009-05-28,2009,drag me to hell,3,5,3,0,70,1024.2714285714285,601437.5,353.64285714285717,41102.99655504261,330329.0,317507.5,276127.5,268059.0,1150817.0,1144555.5,722667.0,1006013.1666666666,298005.75,41102.99655504261,4210062.5,4210062.5,2475.5,16871,Drag Me to Hell,16.5465
Private,2007-09-23,Dragon Wars,Freestyle Re…,764000,-0.36,-0.43,2246.0,340.0,8657527,10,"Entertainment Studios, Inc","Los Angeles, California, U.S.",https://www.freestyledigitalmedia.tv/,2007-09-13,2007,dragon wars,6,9,3,1,10,2263.9,865700.0,382.1,3824.164936613808,305000.0,275000.0,235000.0,205000.0,1121000.0,1646000.0,1051500.0,1272833.3333333333,255000.0,3824.164936613808,8657527.0,6059900.0,2674.7000000000003,1461934,Dragon Wars,0.0168
DIS,2009-05-28,Dragonball Evolution,20th Century…,3703,0.27,0.37,42.0,88.0,9326925,51,The Walt Disney Company,"10201 Pico Blvd, Los Angeles, California",https://www.20thcenturystudios.com/,2009-04-07,2009,dragonball evolution,3,4,1,0,51,797.5714285714286,190345.4081632653,218.40816326530611,11694.15636754433,101432.57142857143,81804.14285714286,65019.57142857143,59732.28571428572,412536.14285714284,368835.71428571426,243057.42857142858,341476.4285714286,76997.14285714286,11694.15636754433,1332417.857142857,1332417.857142857,1528.857142857143,14164,Dragonball Evolution,5.9623
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,10052,Dragonfly,6.2755
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,197611,Dragonfly,3.3799
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,309808,Dragonfly,3.6711
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,394493,Dragonfly,1.4582
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,822411,Dragonfly,0.0071
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1050424,Dragonfly,0.0713
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1130510,Dragonfly,0.1085
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1147550,Dragonfly,0.6923
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1263589,Dragonfly,0.0071
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1291626,Dragonfly,3.8838
CMCSA,2002-03-16,Dragonfly,Universal,935000,0.43,-0.48,1785.0,524.0,27696000,23,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2002-02-21,2002,dragonfly,5,2,3,1,23,2420.9565217391305,1205217.391304348,494.6521739130435,11440.106318020185,423666.6666666667,481000.0,423000.0,423000.0,1807000.0,2545750.0,1685666.6666666667,2042545.4545454546,437666.6666666667,11440.106318020185,9232000.0,8436521.739130436,3462.5652173913045,1326825,Dragonfly,0.2604
AMCX,2006-05-29,Drawing Restraint 9,IFC Films,2163,0.0,0.0,5.0,433.0,205538,62,AMC Networks,"New York, New York, United States",https://www.amcnetworks.com/,2006-03-28,2006,drawing restraint 9,0,3,1,0,62,5.0,2163.0,433.0,41107.6,2163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,41107.6,25692.25,15141.0,3031.0,34787,Drawing Restraint 9,2.2227
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,69668,Dream House,5.8352
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,124862,Dream House,2.7669
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,153072,Dream House,2.9991
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,527160,Dream House,3.6841
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,532523,Dream House,0.0357
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,583741,Dream House,3.1109
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,643992,Dream House,0.2587
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,668197,Dream House,2.061
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,848114,Dream House,0.1226
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,1085488,Dream House,0.0214
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,1104416,Dream House,0.0168
CMCSA,2011-11-17,Dream House,Universal,4325,0.01,-0.74,172.0,25.0,21302340,49,Comcast Corporation,"10 Universal City Plaza, Universal City, California, United States",https://www.universalpictures.com///,2011-09-29,2011,dream house,3,9,3,0,49,1401.142857142857,434741.63265306124,220.0,15203.546084828711,179154.2857142857,170358.57142857142,138357.85714285713,143845.7142857143,798287.8571428572,1067160.7142857143,546026.4285714285,803825.0,157929.10714285713,15203.546084828711,3043191.4285714286,3043191.4285714286,1540.0,1401564,Dream House,1.8987
Private,2024-01-18,Dream Scenario,A24,1066,-0.05,-0.64,36.0,30.0,5742193,70,A24,"31 West 27th Street, New York City, New York, United States",http://www.a24films.com/,2023-11-09,2024,dream scenario,3,11,3,0,70,366.0416666666667,160884.70833333334,3078.2083333333335,15687.266021627775,0.0,0.0,0.0,49130.5,203915.83333333334,223138.5,167354.0,198136.11111111112,49130.5,15687.266021627775,574219.3,1126192.9583333335,21547.458333333336,823482,Dream Scenario,3.6346
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,6171,Dreamcatcher,7.0287
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,6178,Dreamcatcher,1.4148
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,318033,Dreamcatcher,2.9222
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,554119,Dreamcatcher,3.1972
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,793002,Dreamcatcher,3.5615
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,1058227,Dreamcatcher,0.1292
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,1081192,Dreamcatcher,0.2137
WBD,2003-04-10,Dreamcatcher,Warner Bros.,209000,-0.03,-0.51,2360.0,89.0,31064000,21,Warner Bros. Entertainment Inc.,"4000 Warner Blvd., Burbank, California, US",https://www.warnerbros.com/,2003-03-20,2003,dreamcatcher,3,3,3,0,21,2791.0526315789475,1535211.894736842,528.5263157894736,11129.851027720159,604666.6666666666,599666.6666666666,520333.3333333333,519333.3333333333,2721661.0,4471923.0,2664098.5,3205289.4285714286,561000.0,11129.851027720159,10354666.666666666,10746483.263157895,3699.6842105263154,1249665,Dreamcatcher,0.0168
